,A,B,Distance,PassagersAtoB,PassagersBtoA,PassagersTotal,EurotramAtoB,EurotamBtoA,EurotramTotal,TraintramAtoB,TraintramBtoA,TraintramTotal,OccupancyAtoB,OccupancyBtoA,OccupancyTotal
3,Fânzeres,Venda Nova,440.45,912,1273,2186,89,82,171,0,0,0,0.047492717436467005,0.07187653176086677,0.05918554067974643
4,Venda Nova,Carreira,583.47,1656,2256,3913,89,84,173,0,0,0,0.08619382752225047,0.1243840507053178,0.10473705727587854
5,Carreira,Baguim,786.02,2244,2731,4975,89,84,173,0,0,0,0.11676637678485745,0.1505181272743971,0.13315450997052988
6,Baguim,Campainha,751.7,2770,3008,5778,89,84,173,0,0,0,0.14412152185019728,0.1658060289660525,0.154650415478705
7,Campainha,Rio Tinto,859.99,3754,3389,7144,89,84,173,0,0,0,0.1952893286027576,0.18683204089019706,0.19118289988683224
8,Rio Tinto,Levada,452.83,4378,3891,8269,89,84,173,0,0,0,0.22773629614277302,0.21447367900138495,0.22129664388915107
9,Levada,Nau Vitória,1111.62,5469,5071,10541,89,84,173,0,0,0,0.28451398684403106,0.2795306115552958,0.2820943132934313
10,Nau Vitória,Nasoni,499.02,5747,5236,10983,89,82,171,0,0,0,0.2989683690221833,0.2956448772792995,0.29737464783553724
11,Nasoni,Contumil,650.0,5886,5325,11211,92,88,180,0,0,0,0.29623862126676576,0.28014551083171785,0.288370878387409
12,Contumil,Estádio do Dragão,619.19,7030,6321,13351,94,85,179,0,0,0,0.34624418078734265,0.3443108272999961,0.3453261079022898
13,Estádio do Dragão,Campanhã,1166.02,12486,10812,23298,173,164,337,84,84,168,0.21453819482984504,0.1922050164124369,0.20356126670856076
14,Campanhã,Heroismo,950.92,23609,20833,44442,178,165,343,165,177,342,0.2974663875979605,0.26193250846138794,0.27968066407302444
15,Heroismo,24 de Agosto,571.9,25387,22582,47970,176,164,340,165,179,344,0.32162171248174254,0.28293316752402115,0.30217021011109213
16,24 de Agosto,Bolhão,680.44,32179,27793,59972,170,163,333,165,174,339,0.41446938643054193,0.35468781383740045,0.3844406426587562
17,Bolhão,Trindade,451.8,38650,36224,74874,170,163,333,165,184,349,0.4978145070241134,0.44809970104781754,0.4724551877716919
18,Trindade,Lapa,857.4300000000001,48191,50661,98852,298,302,600,165,184,349,0.4577113334338489,0.45696964962394526,0.4573309250457648
19,Lapa,Carolina Michaelis,460.97,44396,50035,94432,296,301,597,165,184,349,0.42340585467514047,0.4522062657633052,0.4381930877941696
20,Carolina Michaelis,Casa da Música,627.48,42741,47196,89938,296,300,596,165,184,349,0.4076206058151611,0.42738112080737833,0.4177567638528619
21,Casa da Música,Francos,871.87,39843,39404,79248,294,289,583,165,184,349,0.38155546078903835,0.3646670429252714,0.372966911840021
22,Francos,Ramalde,965.03,37483,36399,73883,301,290,591,163,184,347,0.3555006491835089,0.33618459053281025,0.3457146366889908
23,Ramalde,Viso,621.15,35754,34934,70688,301,297,598,157,184,341,0.3439473884882815,0.31821324846193816,0.33072922763259005
24,Viso,Sete Bicas,743.81,34441,33151,67592,301,296,597,159,183,342,0.3297515661281912,0.3032481690489763,0.31619784728954475
25,Sete Bicas,Sra da Hora,674.5,29754,31335,61089,300,294,594,173,184,357,0.27626587274187914,0.2871189268394533,0.28172823629100685
26,Sra da Hora,Vasco da Gama,824.48,11599,11090,22689,170,168,338,0,0,0,0.3158784353798216,0.3056313868322936,0.31078522781773665
27,Vasco da Gama,Estádio do Mar,661.6,11327,10591,21919,162,170,332,0,0,0,0.32372696102040194,0.2884437194249453,0.3056602409263428
28,Estádio do Mar,Pedro Hispano,786.97,11073,10501,21575,165,169,334,0,0,0,0.31071352985477746,0.28768318447008595,0.2990604509026431
29,Pedro Hispano,Parque de Real,656.68,10210,9848,20058,167,169,336,0,0,0,0.2830643044772522,0.26978520512199095,0.27638523367058804
30,Parque de Real,C. Matosinhos,723.67,9862,9179,19041,168,168,336,0,0,0,0.2717807029810186,0.25296575135167193,0.26237322716634526
31,C. Matosinhos,Matosinhos Sul,616.61,7944,6971,14915,159,168,327,0,0,0,0.2313143277324267,0.19210970138740716,0.2111725013533341
32,Matosinhos Sul,Brito Capelo,535.72,3458,3328,6786,161,172,333,0,0,0,0.09945371999442174,0.08958065579012191,0.09435411926427288
33,Brito Capelo,Mercado,487.53,1661,1889,3550,167,173,340,0,0,0,0.04605984305868136,0.05056279253812653,0.04835104970557552
34,Mercado,Sr. de Matosinhos,708.96,404,408,813,167,173,340,0,0,0,0.011203167762084541,0.010945193748636574,0.01107190451406543
35,Sra da Hora,Fonte do Cuco,687.03,12328,14461,26790,110,126,236,84,82,166,0.27647092322445727,0.30412902482136833,0.2907442133696248
36,Fonte do Cuco,Custoias,689.2,11738,13969,25707,126,126,252,84,86,170,0.24430694008128268,0.28777013067508317,0.26615012713803116
37,Custoias,Esposade,1779.24,11403,13684,25088,126,126,252,84,84,168,0.23734145368859713,0.28480661126271684,0.26107403247565697
38,Esposade,Crestins,2035.56,11254,13594,24848,126,139,265,80,84,164,0.2391675866554472,0.26731702318901923,0.25378854980961973
39,Crestins,Verdes,591.8199999999999,11178,13443,24621,126,137,263,85,84,169,0.2314575558949052,0.26660163606123116,0.24940837739315094
40,Verdes,Pedras Rubras,960.78,8352,7633,15985,0,0,0,84,84,168,0.40094503744575943,0.36641158002387414,0.3836783087348168
